,Salary Estimate,Location,Size,Founded,Type of ownership,Industry,Revenue,salary_min,salary_max,salary_avg,Ubicacion,Antiguedad,Senior,Junior,Public,Private,Size_Num,Revenue_Num,Title_data,Title_engineer,Title_scientist,Title_analyst,Title_machine,Skill_python,Skill_sql,Skill_aws,Skill_excel,Skill_spark
478,$31K-$56K (Glassdoor est.),"Santa Clara, CA",201 to 500 employees,-1,Company - Private,-1,$10 to $25 million (USD),31000,56000,43500.0,CA,2025,0,0,0,1,500.0,25.0,1,0,1,0,0,1,0,0,1,0
479,$31K-$56K (Glassdoor est.),"Tulsa, OK",201 to 500 employees,1996,Company - Public,Other,$50 to $100 million (USD),31000,56000,43500.0,OK,28,0,0,1,0,500.0,100.0,1,0,0,1,0,0,0,0,1,0
480,$31K-$56K (Glassdoor est.),"Chantilly, VA",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,$100 to $500 million (USD),31000,56000,43500.0,VA,22,0,0,0,0,500.0,500.0,1,0,1,0,0,0,1,1,0,0
481,$31K-$56K (Glassdoor est.),"Southfield, MI",1001 to 5000 employees,1998,Company - Private,Other,$100 to $500 million (USD),31000,56000,43500.0,MI,26,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,1,0,1,0
482,$31K-$56K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,$2 to $5 billion (USD),31000,56000,43500.0,CA,29,0,0,0,0,5000.0,5.0,1,0,1,0,0,0,1,0,0,0
484,$31K-$56K (Glassdoor est.),"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion (USD),31000,56000,43500.0,MD,82,0,0,0,0,10000.0,2.0,0,0,1,0,0,0,0,0,1,1
485,$31K-$56K (Glassdoor est.),"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,31000,56000,43500.0,MA,14,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,0,1,0,1
486,$31K-$56K (Glassdoor est.),"Annapolis Junction, MD",1 to 50 employees,2011,Company - Private,IT Services,$1 to $5 million (USD),31000,56000,43500.0,MD,13,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,1
487,$95K-$119K (Glassdoor est.),"Redwood City, CA",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,95000,119000,107000.0,CA,9,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,1,1,1,1,0,0
488,$95K-$119K (Glassdoor est.),"Washington, DC",1001 to 5000 employees,2019,Company - Private,Internet,Unknown / Non-Applicable,95000,119000,107000.0,DC,5,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,0,1,0,1
489,$95K-$119K (Glassdoor est.),"San Clemente, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,$1 to $5 million (USD),95000,119000,107000.0,CA,14,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,1,0
490,$95K-$119K (Glassdoor est.),"New York, NY",1 to 50 employees,-1,Company - Private,Other,Less than $1 million (USD),95000,119000,107000.0,NY,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,1,0,0,0
491,$95K-$119K (Glassdoor est.),"Falls Church, VA",51 to 200 employees,2012,Company - Public,Consulting,$1 to $5 million (USD),95000,119000,107000.0,VA,12,0,0,1,0,200.0,5.0,1,0,0,1,0,1,1,0,1,0
492,$95K-$119K (Glassdoor est.),"Newton, MA",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,$100 to $500 million (USD),95000,119000,107000.0,MA,34,0,0,0,0,500.0,500.0,1,0,1,0,0,1,1,1,1,0
493,$95K-$119K (Glassdoor est.),"San Francisco, CA",10000+ employees,1969,Company - Public,Other,$10+ billion (USD),95000,119000,107000.0,CA,55,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,1
494,$95K-$119K (Glassdoor est.),"Washington, DC",1 to 50 employees,-1,Company - Private,-1,$1 to $5 million (USD),95000,119000,107000.0,DC,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,1,0
495,$95K-$119K (Glassdoor est.),"San Francisco, CA",-1,-1,-1,-1,-1,95000,119000,107000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,1,0,1
501,$95K-$119K (Glassdoor est.),"The Woodlands, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,$10 to $25 million (USD),95000,119000,107000.0,TX,36,0,0,0,1,50.0,25.0,1,0,1,0,0,1,1,0,1,0
502,$95K-$119K (Glassdoor est.),"Seattle, WA",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),95000,119000,107000.0,WA,25,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,1,1,1
503,$95K-$119K (Glassdoor est.),"Chicago, IL",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,$1 to $5 million (USD),95000,119000,107000.0,IL,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,0
504,$95K-$119K (Glassdoor est.),"Chantilly, VA",1 to 50 employees,-1,Unknown,-1,Unknown / Non-Applicable,95000,119000,107000.0,VA,2025,0,0,0,0,50.0,147.54861111111111,1,0,1,0,0,0,1,0,0,0
505,$95K-$119K (Glassdoor est.),"Chicago, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,$10 to $25 million (USD),95000,119000,107000.0,IL,30,0,0,0,1,200.0,25.0,1,0,1,0,0,0,0,0,0,0
506,$95K-$119K (Glassdoor est.),"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,$25 to $50 million (USD),95000,119000,107000.0,CA,26,0,0,0,1,200.0,50.0,1,0,1,0,0,1,0,1,0,0
507,$95K-$119K (Glassdoor est.),"Baltimore, MD",1 to 50 employees,2011,Company - Private,IT Services,$1 to $5 million (USD),95000,119000,107000.0,MD,13,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,1
508,$212K-$331K (Glassdoor est.),"Pleasanton, CA",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),212000,331000,271500.0,CA,128,1,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,1,1
509,$212K-$331K (Glassdoor est.),"Wilmington, DE",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),212000,331000,271500.0,DE,111,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,0
511,$212K-$331K (Glassdoor est.),"New York, NY",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,212000,331000,271500.0,NY,37,0,0,0,1,50.0,147.54861111111111,1,1,1,0,1,1,0,0,1,0
512,$212K-$331K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),212000,331000,271500.0,VA,2025,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,1,0
513,$212K-$331K (Glassdoor est.),"Seattle, WA",Unknown,-1,Company - Private,Other,Less than $1 million (USD),212000,331000,271500.0,WA,2025,0,0,0,1,3313.375796178344,1.0,1,0,1,0,0,1,1,1,1,1
514,$212K-$331K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),212000,331000,271500.0,VA,2025,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,0,1
515,$212K-$331K (Glassdoor est.),"Fort Sam Houston, TX",501 to 1000 employees,-1,Government,-1,Unknown / Non-Applicable,212000,331000,271500.0,TX,2025,0,0,0,0,1000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
516,$212K-$331K (Glassdoor est.),"Oklahoma City, OK",1001 to 5000 employees,1947,Nonprofit Organization,Other,$500 million to $1 billion (USD),212000,331000,271500.0,OK,77,0,0,0,0,5000.0,500.0,0,1,1,0,0,1,0,0,1,0
517,$212K-$331K (Glassdoor est.),"Lexington Park, MD",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Unknown / Non-Applicable,212000,331000,271500.0,MD,14,0,0,1,0,200.0,147.54861111111111,1,0,1,0,0,0,0,1,1,0
518,$212K-$331K (Glassdoor est.),"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,212000,331000,271500.0,MA,12,0,0,0,1,500.0,147.54861111111111,1,1,0,0,0,1,0,0,0,0
519,$212K-$331K (Glassdoor est.),"Cambridge, MA",-1,-1,-1,-1,-1,212000,331000,271500.0,MA,2025,1,0,0,0,3313.375796178344,147.54861111111111,0,0,1,0,0,0,0,0,1,0
520,$212K-$331K (Glassdoor est.),"Washington, DC",51 to 200 employees,-1,Company - Private,Other,$5 to $10 million (USD),212000,331000,271500.0,DC,2025,0,0,0,1,200.0,10.0,1,0,1,0,0,1,1,1,0,1
521,$212K-$331K (Glassdoor est.),"Washington, DC",51 to 200 employees,2010,Company - Public,IT Services,$10 to $25 million (USD),212000,331000,271500.0,DC,14,0,0,1,0,200.0,25.0,1,0,1,0,0,1,1,0,1,1
522,$212K-$331K (Glassdoor est.),"Raleigh, NC",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,212000,331000,271500.0,NC,12,0,0,1,0,1000.0,147.54861111111111,0,0,1,0,0,0,0,0,1,0
523,$212K-$331K (Glassdoor est.),"Dayton, OH",1001 to 5000 employees,1947,Nonprofit Organization,Other,$500 million to $1 billion (USD),212000,331000,271500.0,OH,77,0,0,0,0,5000.0,500.0,0,1,1,0,0,1,0,0,1,0
524,$212K-$331K (Glassdoor est.),"New York, NY",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable,212000,331000,271500.0,NY,2025,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,1,1,1
525,$212K-$331K (Glassdoor est.),"Washington, DC",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,212000,331000,271500.0,DC,44,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
526,$212K-$331K (Glassdoor est.),"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Other,$100 to $500 million (USD),212000,331000,271500.0,WA,21,0,0,0,0,500.0,500.0,0,0,1,0,1,0,0,0,0,0
527,$212K-$331K (Glassdoor est.),"New York, NY",1001 to 5000 employees,1976,Company - Public,Other,$1 to $2 billion (USD),212000,331000,271500.0,NY,48,0,0,1,0,5000.0,2.0,1,0,1,0,0,1,1,0,1,0
528,$212K-$331K (Glassdoor est.),"Washington, DC",51 to 200 employees,2012,Company - Private,Consulting,$25 to $50 million (USD),212000,331000,271500.0,DC,12,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,0,1,0
529,$66K-$112K (Glassdoor est.),"Longmont, CO",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,66000,112000,89000.0,CO,8,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,0,1,0,1
530,$66K-$112K (Glassdoor est.),"Washington, DC",51 to 200 employees,2001,Company - Private,IT Services,$25 to $50 million (USD),66000,112000,89000.0,DC,23,0,0,0,1,200.0,50.0,1,0,1,0,0,0,0,0,0,0
531,$66K-$112K (Glassdoor est.),"Washington, DC",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,66000,112000,89000.0,DC,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
532,$66K-$112K (Glassdoor est.),"Sunnyvale, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,$1 to $5 million (USD),66000,112000,89000.0,CA,23,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,1,0
533,$66K-$112K (Glassdoor est.),"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Unknown / Non-Applicable,66000,112000,89000.0,CA,15,1,0,0,1,1000.0,147.54861111111111,1,1,0,0,0,1,0,1,1,0
534,$66K-$112K (Glassdoor est.),"Patuxent, Anne Arundel, MD",51 to 200 employees,1986,Company - Private,IT Services,$25 to $50 million (USD),66000,112000,89000.0,MD,38,0,0,0,1,200.0,50.0,1,0,1,0,0,0,0,0,1,0
535,$66K-$112K (Glassdoor est.),"Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,$10+ billion (USD),66000,112000,89000.0,CA,48,0,0,1,0,10000.0,10.0,0,1,1,0,1,0,0,0,0,0
536,$66K-$112K (Glassdoor est.),"Fairfax, VA",10000+ employees,1966,Company - Public,Staffing & Outsourcing,$1 to $2 billion (USD),66000,112000,89000.0,VA,58,0,0,1,0,10000.0,2.0,1,0,1,0,0,0,0,0,0,0
537,$66K-$112K (Glassdoor est.),"Denver, CO",201 to 500 employees,2011,Company - Private,Other,Unknown / Non-Applicable,66000,112000,89000.0,CO,13,1,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
538,$66K-$112K (Glassdoor est.),"Fort Belvoir, VA",501 to 1000 employees,2010,Company - Private,IT Services,$100 to $500 million (USD),66000,112000,89000.0,VA,14,1,0,0,1,1000.0,500.0,1,0,0,1,0,1,0,0,0,0
539,$66K-$112K (Glassdoor est.),"Chicago, IL",201 to 500 employees,2012,Company - Private,Other,$100 to $500 million (USD),66000,112000,89000.0,IL,12,0,0,0,1,500.0,500.0,1,0,0,1,0,1,1,0,0,0
540,$66K-$112K (Glassdoor est.),"Thousand Oaks, CA",1001 to 5000 employees,1999,Company - Private,IT Services,$50 to $100 million (USD),66000,112000,89000.0,CA,25,0,0,0,1,5000.0,100.0,1,0,1,0,0,1,1,0,1,0
541,$66K-$112K (Glassdoor est.),"McLean, VA",5001 to 10000 employees,1908,Subsidiary or Business Segment,Other,Unknown / Non-Applicable,66000,112000,89000.0,VA,116,0,0,0,0,10000.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
542,$66K-$112K (Glassdoor est.),"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Other,$500 million to $1 billion (USD),66000,112000,89000.0,TX,77,0,0,0,0,5000.0,500.0,0,1,1,0,0,1,1,0,1,0
543,$66K-$112K (Glassdoor est.),"Silver Spring, MD",501 to 1000 employees,2006,Company - Private,IT Services,$25 to $50 million (USD),66000,112000,89000.0,MD,18,0,0,0,1,1000.0,50.0,1,0,1,0,0,1,0,0,1,0
544,$66K-$112K (Glassdoor est.),"Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,$10+ billion (USD),66000,112000,89000.0,MA,173,0,0,0,1,10000.0,10.0,1,0,0,0,0,0,1,0,1,1
545,$66K-$112K (Glassdoor est.),"Washington, DC",501 to 1000 employees,-1,Contract,IT Services,$25 to $50 million (USD),66000,112000,89000.0,DC,2025,0,0,0,0,1000.0,50.0,1,0,1,0,0,0,0,0,0,0
546,$66K-$112K (Glassdoor est.),"New York, NY",51 to 200 employees,2012,Company - Private,IT Services,Unknown / Non-Applicable,66000,112000,89000.0,NY,12,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
547,$66K-$112K (Glassdoor est.),"McLean, VA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),66000,112000,89000.0,VA,27,0,0,0,1,500.0,25.0,1,0,1,0,0,1,1,1,1,1
548,$66K-$112K (Glassdoor est.),"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,$10+ billion (USD),66000,112000,89000.0,CT,171,0,0,1,0,10000.0,10.0,1,1,0,0,0,1,1,1,0,1
549,$128K-$201K (Glassdoor est.),"Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),128000,201000,164500.0,CA,21,0,0,1,0,500.0,500.0,1,0,1,0,0,1,0,1,0,0
550,$128K-$201K (Glassdoor est.),"Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),128000,201000,164500.0,TX,25,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,1,0,1
551,$128K-$201K (Glassdoor est.),"San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Unknown / Non-Applicable,128000,201000,164500.0,CA,15,1,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,0,0,1,1
552,$128K-$201K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Unknown / Non-Applicable,128000,201000,164500.0,CA,13,1,0,0,0,5000.0,147.54861111111111,1,0,0,1,0,1,1,0,0,0
553,$128K-$201K (Glassdoor est.),"Portland, OR",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),128000,201000,164500.0,OR,16,0,0,1,0,5000.0,500.0,1,1,0,0,1,1,0,0,0,0
554,$128K-$201K (Glassdoor est.),"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),128000,201000,164500.0,MA,46,0,0,1,0,10000.0,10.0,1,0,0,0,0,0,0,0,1,0
555,$128K-$201K (Glassdoor est.),"San Francisco, CA",-1,-1,-1,-1,-1,128000,201000,164500.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,1,1
556,$128K-$201K (Glassdoor est.),"Redwood City, CA",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000,164500.0,CA,9,1,0,0,1,1000.0,147.54861111111111,0,0,1,0,1,1,1,1,0,0
557,$128K-$201K (Glassdoor est.),"San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,$500 million to $1 billion (USD),128000,201000,164500.0,CA,52,0,0,0,1,1000.0,500.0,1,0,1,0,0,1,1,0,0,0
558,$128K-$201K (Glassdoor est.),"New York, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,$25 to $50 million (USD),128000,201000,164500.0,NY,28,0,0,0,0,200.0,50.0,1,0,0,1,0,1,1,0,0,0
559,$128K-$201K (Glassdoor est.),"Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Unknown / Non-Applicable,128000,201000,164500.0,VA,20,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
560,$128K-$201K (Glassdoor est.),"Falls Church, VA",51 to 200 employees,2005,Company - Private,Other,$25 to $50 million (USD),128000,201000,164500.0,VA,19,0,0,0,1,200.0,50.0,1,1,0,0,0,1,1,0,0,0
561,$128K-$201K (Glassdoor est.),"Chantilly, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,$1 to $2 billion (USD),128000,201000,164500.0,VA,7,0,0,0,1,5000.0,2.0,1,0,1,0,0,1,1,0,0,1
562,$128K-$201K (Glassdoor est.),"Chicago, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,$500 million to $1 billion (USD),128000,201000,164500.0,IL,50,1,0,0,1,5000.0,500.0,1,0,1,0,0,1,0,0,0,0
563,$128K-$201K (Glassdoor est.),"San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,$2 to $5 billion (USD),128000,201000,164500.0,CA,42,0,0,1,0,10000.0,5.0,1,0,0,0,0,1,1,0,1,1
564,$128K-$201K (Glassdoor est.),"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000,164500.0,IL,9,0,0,0,1,1000.0,147.54861111111111,0,0,1,0,0,0,0,1,0,0
565,$128K-$201K (Glassdoor est.),"Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Other,$100 to $500 million (USD),128000,201000,164500.0,NC,48,0,0,0,1,5000.0,500.0,1,1,0,0,0,1,1,0,0,1
566,$128K-$201K (Glassdoor est.),"Orlando, FL",51 to 200 employees,1996,Company - Private,Other,$100 to $500 million (USD),128000,201000,164500.0,FL,28,0,0,0,1,200.0,500.0,1,0,0,0,0,1,1,1,0,1
567,$128K-$201K (Glassdoor est.),"New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Unknown / Non-Applicable,128000,201000,164500.0,NY,2025,0,0,0,1,50.0,147.54861111111111,0,1,0,0,1,0,1,0,0,0
568,$128K-$201K (Glassdoor est.),"Philadelphia, PA",Unknown,-1,Company - Public,-1,Unknown / Non-Applicable,128000,201000,164500.0,PA,2025,0,0,1,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,0,0,0
569,$128K-$201K (Glassdoor est.),"McLean, VA",5001 to 10000 employees,1958,Nonprofit Organization,Other,$1 to $2 billion (USD),128000,201000,164500.0,VA,66,0,0,0,0,10000.0,2.0,1,0,1,0,0,1,0,0,1,1
571,$138K-$158K (Glassdoor est.),"Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),138000,158000,148000.0,CA,21,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,1,0,0
572,$138K-$158K (Glassdoor est.),"Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,CA,53,1,0,1,0,1000.0,500.0,0,1,0,0,1,1,0,1,1,0
573,$138K-$158K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),138000,158000,148000.0,VA,2025,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,0,0,0,0
574,$138K-$158K (Glassdoor est.),"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,AL,50,0,0,0,1,5000.0,500.0,0,1,1,0,0,1,0,0,0,0
575,$138K-$158K (Glassdoor est.),"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,$100 to $500 million (USD),138000,158000,148000.0,MA,14,0,0,0,1,500.0,500.0,0,0,1,0,0,0,0,0,0,0
576,$138K-$158K (Glassdoor est.),"Herndon, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,$100 to $500 million (USD),138000,158000,148000.0,VA,12,1,0,0,1,1000.0,500.0,1,0,0,1,0,1,1,0,1,0
577,$138K-$158K (Glassdoor est.),"Austin, TX",501 to 1000 employees,-1,College / University,Other,Unknown / Non-Applicable,138000,158000,148000.0,TX,2025,0,0,0,0,1000.0,147.54861111111111,0,1,1,0,0,1,0,1,0,0
578,$138K-$158K (Glassdoor est.),"Merrifield, VA",10000+ employees,1933,Other Organization,Other,Unknown / Non-Applicable,138000,158000,148000.0,VA,91,0,0,0,0,10000.0,147.54861111111111,1,1,0,0,0,0,1,0,0,0
579,$138K-$158K (Glassdoor est.),"New Bedford, MA",51 to 200 employees,-1,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000,148000.0,MA,2025,0,0,0,1,200.0,147.54861111111111,0,1,1,0,0,0,0,0,0,0
580,$138K-$158K (Glassdoor est.),"South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138000,158000,148000.0,CA,11,0,0,1,0,200.0,147.54861111111111,1,0,0,0,0,0,0,1,1,0
581,$138K-$158K (Glassdoor est.),"Merrifield, VA",10000+ employees,1933,Other Organization,Other,Unknown / Non-Applicable,138000,158000,148000.0,VA,91,0,0,0,0,10000.0,147.54861111111111,1,0,0,1,0,0,1,0,0,1
582,$138K-$158K (Glassdoor est.),"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Other,$10+ billion (USD),138000,158000,148000.0,NC,149,1,0,0,1,10000.0,10.0,0,0,1,0,0,0,0,0,1,0
583,$138K-$158K (Glassdoor est.),"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Other,$1 to $2 billion (USD),138000,158000,148000.0,MA,66,1,0,0,0,10000.0,2.0,1,0,1,0,0,1,1,1,1,1
584,$138K-$158K (Glassdoor est.),"Raleigh, NC",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,138000,158000,148000.0,NC,8,1,0,0,1,200.0,147.54861111111111,0,1,0,0,1,0,0,1,0,1
585,$138K-$158K (Glassdoor est.),"New Bedford, MA",51 to 200 employees,-1,Company - Public,-1,Unknown / Non-Applicable,138000,158000,148000.0,MA,2025,1,0,1,0,200.0,147.54861111111111,0,0,1,0,0,0,0,0,0,0
586,$138K-$158K (Glassdoor est.),"Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,$10 to $25 million (USD),138000,158000,148000.0,IL,32,0,0,0,1,200.0,25.0,1,1,0,0,0,1,1,0,0,0
587,$138K-$158K (Glassdoor est.),"Rancho Cucamonga, CA",1001 to 5000 employees,1996,Company - Public,Health Care Services & Hospitals,$1 to $2 billion (USD),138000,158000,148000.0,CA,28,0,0,1,0,5000.0,2.0,1,0,0,0,0,0,1,0,1,0
588,$138K-$158K (Glassdoor est.),"New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,138000,158000,148000.0,NY,26,1,0,0,1,200.0,147.54861111111111,1,1,0,0,0,1,1,0,0,1
589,$138K-$158K (Glassdoor est.),"Livermore, CA",10000+ employees,1949,Government,Other,$2 to $5 billion (USD),138000,158000,148000.0,CA,75,0,0,0,0,10000.0,5.0,0,0,1,0,0,0,0,0,0,0
590,$138K-$158K (Glassdoor est.),"McLean, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),138000,158000,148000.0,VA,2025,0,0,1,0,10000.0,5.0,1,1,0,0,0,1,1,1,0,0
591,$80K-$132K (Glassdoor est.),"Gaithersburg, MD",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000,106000.0,MD,111,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,1,0
592,$80K-$132K (Glassdoor est.),"San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,$2 to $5 billion (USD),80000,132000,106000.0,CA,42,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,0,1
593,$80K-$132K (Glassdoor est.),"Southfield, MI",1001 to 5000 employees,1998,Company - Private,Other,$100 to $500 million (USD),80000,132000,106000.0,MI,26,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,1,0,1,0
594,$80K-$132K (Glassdoor est.),"Collegeville, PA",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),80000,132000,106000.0,PA,194,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,1,0,0
595,$80K-$132K (Glassdoor est.),"Washington, DC",Unknown,1947,Government,Other,Unknown / Non-Applicable,80000,132000,106000.0,DC,77,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,0,0
596,$80K-$132K (Glassdoor est.),"Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,$50 to $100 million (USD),80000,132000,106000.0,IL,16,0,0,0,1,500.0,100.0,1,0,1,0,0,1,1,1,1,0
597,$80K-$132K (Glassdoor est.),"Minneapolis, MN",51 to 200 employees,2009,Company - Private,Advertising & Marketing,$10 to $25 million (USD),80000,132000,106000.0,MN,15,0,0,0,1,200.0,25.0,1,0,1,0,0,1,0,0,0,0
598,$80K-$132K (Glassdoor est.),"Gahanna, OH",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,80000,132000,106000.0,OH,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
599,$80K-$132K (Glassdoor est.),"Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,80000,132000,106000.0,TN,19,0,0,0,1,10000.0,147.54861111111111,1,0,1,0,0,1,1,1,1,1
